200 200
0 186 2
0 187 1
0 188 0
0 189 1
0 190 0
0 191 2
0 192 0
0 193 0
0 194 2
0 195 2
0 196 2
0 197 0
0 198 2
0 199 1
1 0 2
1 1 2
1 2 1
1 3 0
1 4 1
1 5 1
1 6 0
1 7 1
1 8 2
1 9 0
1 10 1
1 11 2
1 12 0
1 13 2
1 14 1
1 15 1
1 16 2
1 17 1
1 18 2
1 19 2
1 20 1
1 21 2
1 22 1
1 23 1
1 24 2
1 25 1
1 26 1
1 27 2
1 28 1
1 29 0
1 30 1
1 31 0
1 32 2
1 33 2
1 34 2
1 35 1
1 36 0
1 37 0
1 38 0
1 39 2
1 40 2
1 41 2
1 42 1
1 43 1
1 44 2
1 45 2
1 46 0
1 47 0
1 48 1
1 49 2
1 50 1
1 51 2
1 52 1
1 53 0
1 54 0
1 55 2
1 56 2
1 57 0
1 58 2
1 59 1
1 60 0
1 61 2
1 62 2
1 63 2
1 64 2
1 65 0
1 66 2
1 67 1
1 68 0
1 69 2
1 70 2
1 71 1
1 72 2
1 73 2
1 74 1
1 75 2
1 76 2
1 77 2
1 78 1
1 79 2
1 80 1
1 81 2
1 82 2
1 83 1
1 84 1
1 85 1
1 86 1
1 87 0
1 88 0
1 89 2
1 90 2
1 91 2
1 92 2
1 93 1
1 94 2
1 95 2
1 96 1
1 97 0
1 98 0
1 99 1
1 100 1
1 101 1
1 102 2
1 103 1
1 104 2
1 105 1
1 106 1
1 107 0
1 108 1
1 109 2
1 110 0
1 111 2
1 112 0
1 113 1
1 114 1
1 115 1
1 116 2
1 117 2
1 118 2
1 119 0
1 120 1
1 121 1
1 122 0
1 123 2
1 124 2
1 125 2
1 126 0
1 127 2
1 128 1
1 129 2
1 130 1
1 131 1
1 132 1
1 133 2
1 134 0
1 135 0
1 136 2
1 137 1
1 138 0
1 139 0
1 140 0
1 141 1
1 142 1
1 143 1
1 144 0
1 145 2
1 146 2
1 147 2
1 148 0
1 149 1
1 150 0
1 151 2
1 152 1
1 153 0
1 154 2
1 155 0
1 156 0
1 157 2
1 158 2
1 159 2
1 160 1
1 161 2
1 162 2
1 163 1
1 164 1
1 165 2
1 166 0
1 167 0
1 168 1
1 169 0
1 170 2
1 171 1
1 172 1
1 173 1
1 174 0
1 175 0
1 176 0
1 177 1
1 178 1
1 179 0
1 180 0
1 181 1
1 182 0
1 183 0
1 184 0
1 185 2
1 186 1
1 187 2
1 188 1
1 189 0
1 190 2
1 191 1
1 192 2
1 193 0
1 194 1
1 195 1
1 196 0
1 197 0
1 198 1
1 199 2
2 0 2
2 1 0
2 2 0
2 3 0
2 4 2
2 5 1
2 6 0
2 7 0
2 8 1
2 9 2
2 10 1
2 11 2
2 12 1
2 13 2
2 14 2
2 15 2
2 16 2
2 17 2
2 18 0
2 19 2
2 20 0
2 21 1
2 22 2
2 23 1
2 24 1
2 25 2
2 26 1
2 27 1
2 28 0
2 29 1
2 30 2
2 31 0
2 32 1
2 33 1
2 34 0
2 35 2
2 36 2
2 37 1
2 38 0
2 39 0
2 40 0
2 41 2
2 42 1
2 43 0
2 44 2
2 45 1
2 46 0
2 47 1
2 48 0
2 49 2
2 50 0
2 51 1
2 52 1
2 53 0
2 54 2
2 55 0
2 56 0
2 57 2
2 58 1
2 59 2
2 60 1
2 61 2
2 62 0
2 63 1
2 64 2
2 65 1
2 66 2
2 67 0
2 68 2
2 69 1
2 70 0
2 71 2
2 72 1
2 73 1
2 74 1
2 75 0
2 76 0
2 77 0
2 78 2
2 79 2
2 80 1
2 81 1
2 82 2
2 83 1
2 84 0
2 85 2
2 86 2
2 87 2
2 88 1
2 89 1
2 90 1
2 91 0
2 92 1
2 93 2
2 94 2
2 95 2
2 96 0
2 97 0
2 98 2
2 99 2
2 100 2
2 101 0
2 102 0
2 103 1
2 104 1
2 105 0
2 106 0
2 107 1
2 108 1
2 109 2
2 110 0
2 111 1
2 112 0
2 113 1
2 114 2
2 115 2
2 116 2
2 117 1
2 118 0
2 119 0
2 120 0
2 121 0
2 122 2
2 123 1
2 124 1
2 125 0
2 126 0
2 127 1
2 128 0
2 129 1
2 130 2
2 131 2
2 132 1
2 133 0
2 134 0
2 135 2
2 136 2
2 137 0
2 138 2
2 139 0
2 140 1
2 141 2
2 142 2
2 143 1
2 144 0
2 145 0
2 146 2
2 147 1
2 148 0
2 149 2
2 150 1
2 151 0
2 152 0
2 153 0
2 154 1
2 155 0
2 156 2
2 157 2
2 158 2
2 159 0
2 160 0
2 161 2
2 162 2
2 163 2
2 164 2
2 165 2
2 166 0
2 167 1
2 168 1
2 169 2
2 170 0
2 171 2
2 172 2
2 173 1
2 174 0
2 175 0
2 176 1
2 177 0
2 178 1
2 179 2
2 180 1
2 181 2
2 182 1
2 183 2
2 184 1
2 185 0
2 186 1
2 187 1
2 188 0
2 189 1
2 190 1
2 191 0
2 192 0
2 193 1
2 194 0
2 195 1
2 196 0
2 197 1
2 198 2
2 199 1
3 0 0
3 1 0
3 2 0
3 3 0
3 4 2
3 5 0
3 6 1
3 7 0
3 8 1
3 9 2
3 10 0
3 11 1
3 12 2
3 13 1
3 14 1
3 15 0
3 16 2
3 17 2
3 18 1
3 19 0
3 20 0
3 21 0
3 22 1
3 23 1
3 24 2
3 25 1
3 26 2
3 27 0
3 28 0
3 29 1
3 30 2
3 31 0
3 32 0
3 33 0
3 34 0
3 35 0
3 36 0
3 37 2
3 38 1
3 39 2
3 40 2
3 41 0
3 42 0
3 43 2
3 44 1
3 45 0
3 46 1
3 47 0
3 48 2
3 49 2
3 50 2
3 51 0
3 52 0
3 53 0
3 54 0
3 55 2
3 56 0
3 57 0
3 58 0
3 59 2
3 60 2
3 61 1
3 62 0
3 63 0
3 64 0
3 65 2
3 66 0
3 67 1
3 68 1
3 69 0
3 70 1
3 71 1
3 72 2
3 73 0
3 74 1
3 75 0
3 76 1
3 77 0
3 78 1
3 79 1
3 80 2
3 81 0
3 82 0
3 83 1
3 84 1
3 85 2
3 86 0
3 87 1
3 88 0
3 89 0
3 90 1
3 91 2
3 92 0
3 93 1
3 94 2
3 95 2
3 96 1
3 97 0
3 98 2
3 99 0
3 100 1
3 101 1
3 102 2
3 103 2
3 104 1
3 105 2
3 106 0
3 107 0
3 108 1
3 109 0
3 110 1
3 111 2
3 112 1
3 113 2
3 114 2
3 115 2
3 116 1
3 117 1
3 118 2
3 119 0
3 120 0
3 121 2
3 122 0
3 123 0
3 124 1
3 125 1
3 126 1
3 127 0
3 128 0
3 129 2
3 130 0
3 131 1
3 132 1
3 133 2
3 134 0
3 135 2
3 136 1
3 137 1
3 138 2
3 139 2
3 140 1
3 141 2
3 142 1
3 143 1
3 144 2
3 145 1
3 146 1
3 147 0
3 148 1
3 149 2
3 150 1
3 151 0
3 152 2
3 153 1
3 154 1
3 155 0
3 156 0
3 157 2
3 158 2
3 159 2
3 160 2
3 161 0
3 162 1
3 163 2
3 164 1
3 165 0
3 166 1
3 167 2
3 168 2
3 169 1
3 170 1
3 171 2
3 172 0
3 173 2
3 174 2
3 175 2
3 176 1
3 177 2
3 178 0
3 179 0
3 180 0
3 181 0
3 182 0
3 183 1
3 184 0
3 185 1
3 186 2
3 187 0
3 188 2
3 189 2
3 190 0
3 191 0
3 192 0
3 193 1
3 194 0
3 195 2
3 196 0
3 197 0
3 198 0
3 199 0
4 0 1
4 1 0
4 2 2
4 3 1
4 4 2
4 5 0
4 6 0
4 7 2
4 8 2
4 9 1
4 10 1
4 11 0
4 12 2
4 13 1
4 14 2
4 15 0
4 16 2
4 17 1
4 18 1
4 19 1
4 20 1
4 21 0
4 22 1
4 23 2
4 24 0
4 25 0
4 26 0
4 27 0
4 28 1
4 29 1
4 30 1
4 31 0
4 32 0
4 33 2
4 34 1
4 35 2
4 36 2
4 37 0
4 38 1
4 39 1
4 40 1
4 41 0
4 42 2
4 43 0
4 44 1
4 45 1
4 46 2
4 47 1
4 48 1
4 49 0
4 50 1
4 51 1
4 52 0
4 53 0
4 54 2
4 55 1
4 56 1
4 57 0
4 58 1
4 59 2
4 60 0
4 61 2
4 62 2
4 63 0
4 64 1
4 65 1
4 66 0
4 67 1
4 68 1
4 69 1
4 70 0
4 71 1
4 72 2
4 73 2
4 74 0
4 75 1
4 76 2
4 77 0
4 78 1
4 79 0
4 80 2
4 81 1
4 82 1
4 83 0
4 84 1
4 85 2
4 86 2
4 87 0
4 88 1
4 89 1
4 90 0
4 91 1
4 92 1
4 93 0
4 94 0
4 95 2
4 96 1
4 97 0
4 98 0
4 99 2
4 100 0
4 101 2
4 102 2
4 103 1
4 104 2
4 105 1
4 106 0
4 107 1
4 108 1
4 109 0
4 110 2
4 111 0
4 112 2
4 113 2
4 114 1
4 115 1
4 116 1
4 117 1
4 118 0
4 119 1
4 120 2
4 121 0
4 122 1
4 123 0
4 124 0
4 125 2
4 126 1
4 127 0
4 128 2
4 129 1
4 130 2
4 131 1
4 132 0
4 133 2
4 134 2
4 135 1
4 136 0
4 137 0
4 138 0
4 139 1
4 140 2
4 141 2
4 142 1
4 143 2
4 144 2
4 145 1
4 146 2
4 147 2
4 148 2
4 149 0
4 150 1
4 151 2
4 152 1
4 153 2
4 154 0
4 155 1
4 156 2
4 157 1
4 158 1
4 159 1
4 160 0
4 161 2
4 162 2
4 163 1
4 164 0
4 165 1
4 166 1
4 167 2
4 168 0
4 169 0
4 170 2
4 171 2
4 172 1
4 173 2
4 174 1
4 175 2
4 176 1
4 177 1
4 178 0
4 179 0
4 180 2
4 181 1
4 182 0
4 183 2
4 184 1
4 185 2
4 186 0
4 187 1
4 188 2
4 189 0
4 190 1
4 191 1
4 192 2
4 193 1
4 194 1
4 195 1
4 196 1
4 197 0
4 198 0
4 199 0
5 0 0
5 1 0
5 2 0
5 3 1
5 4 0
5 5 2
5 6 1
5 7 1
5 8 2
5 9 2
5 10 0
5 11 1
5 12 1
5 13 2
5 14 2
5 15 1
5 16 0
5 17 1
5 18 1
5 19 2
5 20 0
5 21 1
5 22 0
5 23 0
5 24 0
5 25 2
5 26 1
5 27 2
5 28 2
5 29 0
5 30 1
5 31 0
5 32 1
5 33 1
5 34 0
5 35 2
5 36 0
5 37 0
5 38 1
5 39 2
5 40 2
5 41 2
5 42 0
5 43 0
5 44 1
5 45 0
5 46 0
5 47 1
5 48 2
5 49 2
5 50 1
5 51 0
5 52 1
5 53 1
5 54 1
5 55 0
5 56 2
5 57 2
5 58 1
5 59 2
5 60 1
5 61 2
5 62 1
5 63 2
5 64 2
5 65 2
5 66 0
5 67 2
5 68 0
5 69 2
5 70 1
5 71 2
5 72 0
5 73 1
5 74 1
5 75 0
5 76 1
5 77 0
5 78 2
5 79 1
5 80 1
5 81 0
5 82 2
5 83 0
5 84 1
5 85 2
5 86 2
5 87 1
5 88 2
5 89 0
5 90 1
5 91 2
5 92 0
5 93 1
5 94 0
5 95 2
5 96 2
5 97 0
5 98 0
5 99 0
5 100 1
5 101 1
5 102 1
5 103 2
5 104 2
5 105 0
5 106 2
5 107 0
5 108 1
5 109 0
5 110 2
5 111 0
5 112 1
5 113 2
5 114 0
5 115 2
5 116 2
5 117 0
5 118 2
5 119 1
5 120 2
5 121 0
5 122 0
5 123 0
5 124 0
5 125 1
5 126 1
5 127 0
5 128 0
5 129 2
5 130 0
5 131 2
5 132 0
5 133 0
5 134 0
5 135 1
5 136 2
5 137 1
5 138 2
5 139 1
5 140 1
5 141 2
5 142 1
5 143 0
5 144 1
5 145 1
5 146 0
5 147 1
5 148 2
5 149 2
5 150 0
5 151 0
5 152 0
5 153 0
5 154 0
5 155 2
5 156 2
5 157 0
5 158 0
5 159 1
5 160 2
5 161 2
5 162 1
5 163 1
5 164 1
5 165 2
5 166 1
5 167 2
5 168 1
5 169 0
5 170 2
5 171 1
5 172 1
5 173 1
5 174 0
5 175 0
5 176 0
5 177 2
5 178 2
5 179 0
5 180 0
5 181 1
5 182 0
5 183 0
5 184 0
5 185 1
5 186 1
5 187 0
5 188 0
5 189 0
5 190 2
5 191 2
5 192 0
5 193 0
5 194 1
5 195 2
5 196 2
5 197 2
5 198 0
5 199 0
6 0 2
6 1 0
6 2 0
6 3 2
6 4 1
6 5 1
6 6 2
6 7 2
6 8 2
6 9 2
6 10 0
6 11 1
6 12 0
6 13 0
6 14 2
6 15 0
6 16 0
6 17 0
6 18 0
6 19 1
6 20 0
6 21 2
6 22 0
6 23 2
6 24 2
6 25 1
6 26 2
6 27 0
6 28 1
6 29 1
6 30 2
6 31 1
6 32 1
6 33 1
6 34 1
6 35 2
6 36 2
6 37 2
6 38 0
6 39 2
6 40 1
6 41 0
6 42 0
6 43 0
6 44 2
6 45 2
6 46 1
6 47 1
6 48 1
6 49 0
6 50 0
6 51 2
6 52 0
6 53 1
6 54 0
6 55 0
6 56 0
6 57 1
6 58 0
6 59 1
6 60 0
6 61 1
6 62 0
6 63 1
6 64 0
6 65 0
6 66 1
6 67 1
6 68 1
6 69 1
6 70 2
6 71 1
6 72 0
6 73 1
6 74 2
6 75 2
6 76 1
6 77 2
6 78 1
6 79 1
6 80 0
6 81 1
6 82 2
6 83 1
6 84 0
6 85 1
6 86 0
6 87 1
6 88 0
6 89 1
6 90 0
6 91 1
6 92 1
6 93 2
6 94 1
6 95 1
6 96 0
6 97 1
6 98 0
6 99 2
6 100 2
6 101 2
6 102 2
6 103 0
6 104 2
6 105 0
6 106 0
6 107 0
6 108 1
6 109 0
6 110 2
6 111 2
6 112 2
6 113 1
6 114 2
6 115 2
6 116 2
6 117 1
6 118 0
6 119 2
6 120 0
6 121 2
6 122 0
6 123 0
6 124 2
6 125 0
6 126 0
6 127 0
6 128 0
6 129 2
6 130 2
6 131 2
6 132 0
6 133 1
6 134 1
6 135 1
6 136 0
6 137 0
6 138 1
6 139 1
6 140 2
6 141 0
6 142 1
6 143 0
6 144 1
6 145 0
6 146 0
6 147 1
6 148 0
6 149 1
6 150 0
6 151 2
6 152 0
6 153 1
6 154 0
6 155 2
6 156 2
6 157 2
6 158 1
6 159 2
6 160 1
6 161 2
6 162 2
6 163 0
6 164 1
6 165 2
6 166 2
6 167 2
6 168 0
6 169 1
6 170 2
6 171 0
6 172 2
6 173 1
6 174 0
6 175 0
6 176 2
6 177 0
6 178 0
6 179 0
6 180 1
6 181 1
6 182 2
6 183 1
6 184 2
6 185 0
6 186 1
6 187 2
6 188 2
6 189 1
6 190 1
6 191 1
6 192 2
6 193 0
6 194 0
6 195 2
6 196 0
6 197 0
6 198 0
6 199 2
7 0 1
7 1 1
7 2 2
7 3 0
7 4 2
7 5 1
7 6 1
7 7 1
7 8 0
7 9 0
7 10 0
7 11 1
7 12 2
7 13 1
7 14 0
7 15 0
7 16 2
7 17 0
7 18 1
7 19 2
7 20 0
7 21 1
7 22 1
7 23 1
7 24 2
7 25 1
7 26 2
7 27 1
7 28 0
7 29 1
7 30 1
7 31 0
7 32 2
7 33 1
7 34 0
7 35 2
7 36 0
7 37 1
7 38 2
7 39 1
7 40 2
7 41 2
7 42 2
7 43 0
7 44 2
7 45 0
7 46 1
7 47 1
7 48 1
7 49 1
7 50 1
7 51 2
7 52 0
7 53 0
7 54 1
7 55 1
7 56 0
7 57 1
7 58 0
7 59 2
7 60 2
7 61 0
7 62 1
7 63 1
7 64 0
7 65 0
7 66 2
7 67 0
7 68 2
7 69 2
7 70 1
7 71 1
7 72 2
7 73 1
7 74 1
7 75 1
7 76 2
7 77 1
7 78 0
7 79 2
7 80 1
7 81 1
7 82 1
7 83 1
7 84 1
7 85 0
7 86 2
7 87 1
7 88 2
7 89 2
7 90 2
7 91 0
7 92 1
7 93 0
7 94 0
7 95 0
7 96 1
7 97 1
7 98 2
7 99 2
7 100 0
7 101 1
7 102 0
7 103 0
7 104 2
7 105 0
7 106 2
7 107 1
7 108 0
7 109 0
7 110 2
7 111 1
7 112 1
7 113 2
7 114 1
7 115 2
7 116 0
7 117 2
7 118 1
7 119 1
7 120 1
7 121 0
7 122 0
7 123 0
7 124 0
7 125 1
7 126 1
7 127 2
7 128 2
7 129 2
7 130 2
7 131 2
7 132 2
7 133 2
7 134 1
7 135 2
7 136 2
7 137 0
7 138 2
7 139 1
7 140 1
7 141 2
7 142 0
7 143 0
7 144 0
7 145 0
7 146 0
7 147 1
7 148 0
7 149 2
7 150 1
7 151 0
7 152 1
7 153 0
7 154 0
7 155 2
7 156 0
7 157 2
7 158 0
7 159 1
7 160 1
7 161 2
7 162 0
7 163 1
7 164 1
7 165 0
7 166 1
7 167 0
7 168 2
7 169 1
7 170 2
7 171 1
7 172 0
7 173 0
7 174 0
7 175 2
7 176 2
7 177 0
7 178 1
7 179 0
7 180 1
7 181 0
7 182 2
7 183 1
7 184 2
7 185 0
7 186 1
7 187 1
7 188 2
7 189 1
7 190 1
7 191 0
7 192 2
7 193 1
7 194 2
7 195 1
7 196 0
7 197 0
7 198 0
7 199 0
8 0 2
8 1 0
8 2 2
8 3 1
8 4 2
8 5 2
8 6 0
8 7 1
8 8 2
8 9 0
8 10 2
8 11 0
8 12 0
8 13 1
8 14 1
8 15 2
8 16 2
8 17 0
8 18 1
8 19 1
8 20 2
8 21 2
8 22 0
8 23 0
8 24 0
8 25 1
8 26 1
8 27 0
8 28 2
8 29 2
8 30 1
8 31 1
8 32 0
8 33 0
8 34 1
8 35 1
8 36 0
8 37 2
8 38 0
8 39 0
8 40 0
8 41 2
8 42 2
8 43 0
8 44 2
8 45 1
8 46 0
8 47 2
8 48 2
8 49 2
8 50 1
8 51 2
8 52 2
8 53 0
8 54 2
8 55 0
8 56 1
8 57 0
8 58 2
8 59 2
8 60 1
8 61 1
8 62 1
8 63 2
8 64 2
8 65 1
8 66 0
8 67 0
8 68 1
8 69 1
8 70 0
8 71 0
8 72 2
8 73 2
8 74 0
8 75 1
8 76 1
8 77 2
8 78 1
8 79 0
8 80 0
8 81 2
8 82 1
8 83 2
8 84 1
8 85 1
8 86 0
8 87 2
8 88 2
8 89 1
8 90 1
8 91 1
8 92 2
8 93 2
8 94 1
8 95 1
8 96 1
8 97 0
8 98 0
8 99 1
8 100 2
8 101 1
8 102 1
8 103 0
8 104 0
8 105 2
8 106 0
8 107 2
8 108 0
8 109 0
8 110 2
8 111 2
8 112 0
8 113 2
8 114 1
8 115 0
8 116 1
8 117 1
8 118 2
8 119 1
8 120 2
8 121 0
8 122 0
8 123 1
8 124 0
8 125 1
8 126 0
8 127 1
8 128 2
8 129 2
8 130 0
8 131 2
8 132 2
8 133 2
8 134 2
8 135 1
8 136 0
8 137 1
8 138 2
8 139 1
8 140 2
8 141 0
8 142 1
8 143 2
8 144 2
8 145 1
8 146 2
8 147 0
8 148 2
8 149 2
8 150 0
8 151 0
8 152 0
8 153 0
8 154 1
8 155 2
8 156 0
8 157 2
8 158 2
8 159 1
8 160 2
8 161 1
8 162 2
8 163 0
8 164 0
8 165 0
8 166 0
8 167 1
8 168 1
8 169 2
8 170 0
8 171 0
8 172 0
8 173 1
8 174 0
8 175 1
8 176 0
8 177 2
8 178 2
8 179 0
8 180 2
8 181 0
8 182 1
8 183 1
8 184 0
8 185 0
8 186 1
8 187 1
8 188 0
8 189 0
8 190 0
8 191 0
8 192 0
8 193 1
8 194 1
8 195 2
8 196 0
8 197 2
8 198 2
8 199 1
9 0 0
9 1 1
9 2 0
9 3 1
9 4 2
9 5 0
9 6 2
9 7 2
9 8 0
9 9 1
9 10 1
9 11 0
9 12 0
9 13 2
9 14 1
9 15 2
9 16 1
9 17 2
9 18 2
9 19 0
9 20 1
9 21 1
9 22 2
9 23 0
9 24 2
9 25 1
9 26 2
9 27 2
9 28 2
9 29 1
9 30 1
9 31 1
9 32 1
9 33 1
9 34 1
9 35 1
9 36 0
9 37 2
9 38 1
9 39 2
9 40 0
9 41 2
9 42 0
9 43 2
9 44 2
9 45 0
9 46 1
9 47 2
9 48 2
9 49 1
9 50 2
9 51 0
9 52 1
9 53 2
9 54 2
9 55 2
9 56 2
9 57 1
9 58 1
9 59 0
9 60 0
9 61 0
9 62 2
9 63 0
9 64 0
9 65 0
9 66 2
9 67 2
9 68 2
9 69 1
9 70 2
9 71 2
9 72 0
9 73 2
9 74 0
9 75 1
9 76 1
9 77 0
9 78 0
9 79 2
9 80 2
9 81 0
9 82 1
9 83 0
9 84 2
9 85 1
9 86 1
9 87 0
9 88 1
9 89 0
9 90 0
9 91 2
9 92 2
9 93 0
9 94 2
9 95 2
9 96 2
9 97 1
9 98 0
9 99 2
9 100 2
9 101 0
9 102 1
9 103 2
9 104 0
9 105 2
9 106 1
9 107 2
9 108 2
9 109 0
9 110 1
9 111 2
9 112 1
9 113 1
9 114 0
9 115 0
9 116 2
9 117 1
9 118 2
9 119 0
9 120 2
9 121 1
9 122 0
9 123 2
9 124 1
9 125 0
9 126 0
9 127 2
9 128 0
9 129 1
9 130 0
9 131 2
9 132 0
9 133 2
9 134 0
9 135 0
9 136 0
9 137 0
9 138 0
9 139 1
9 140 0
9 141 0
9 142 1
9 143 0
9 144 0
9 145 0
9 146 2
9 147 1
9 148 0
9 149 0
9 150 2
9 151 0
9 152 2
9 153 0
9 154 0
9 155 2
9 156 1
9 157 2
9 158 0
9 159 0
9 160 2
9 161 1
9 162 0
9 163 1
9 164 1
9 165 1
9 166 0
9 167 2
9 168 1
9 169 0
9 170 1
9 171 0
9 172 0
9 173 2
9 174 0
9 175 2
9 176 1
9 177 0
9 178 2
9 179 1
9 180 0
9 181 1
9 182 1
9 183 1
9 184 0
9 185 0
9 186 2
9 187 1
9 188 1
9 189 2
9 190 2
9 191 0
9 192 0
9 193 2
9 194 0
9 195 0
9 196 0
9 197 2
9 198 2
9 199 2
10 0 0
10 1 2
10 2 0
10 3 0
10 4 0
10 5 1
10 6 0
10 7 1
10 8 0
10 9 1
10 10 1
10 11 0
10 12 0
10 13 0
10 14 1
10 15 2
10 16 0
10 17 1
10 18 2
10 19 1
10 20 0
10 21 2
10 22 0
10 23 1
10 24 1
10 25 0
10 26 1
10 27 2
10 28 0
10 29 2
10 30 1
10 31 2
10 32 2
10 33 2
10 34 2
10 35 0
10 36 0
10 37 1
10 38 0
10 39 2
10 40 1
10 41 0
10 42 1
10 43 2
10 44 1
10 45 0
10 46 0
10 47 0
10 48 0
10 49 0
10 50 0
10 51 0
10 52 0
10 53 0
10 54 2
10 55 2
10 56 0
10 57 1
10 58 1
10 59 2
10 60 0
10 61 0
10 62 0
10 63 0
10 64 1
10 65 1
10 66 2
10 67 2
10 68 1
10 69 1
10 70 2
10 71 1
10 72 1
10 73 2
10 74 2
10 75 0
10 76 1
10 77 1
10 78 1
10 79 1
10 80 0
10 81 2
10 82 0
10 83 0
10 84 0
10 85 2
10 86 0
10 87 1
10 88 2
10 89 1
10 90 1
10 91 1
10 92 0
10 93 0
10 94 1
10 95 2
10 96 1
10 97 0
10 98 2
10 99 0
10 100 1
10 101 0
10 102 1
10 103 0
10 104 1
10 105 2
10 106 1
10 107 2
10 108 1
10 109 1
10 110 0
10 111 1
10 112 2
10 113 2
10 114 0
10 115 1
10 116 2
10 117 2
10 118 1
10 119 1
10 120 1
10 121 0
10 122 2
10 123 0
10 124 0
10 125 2
10 126 1
10 127 0
10 128 1
10 129 1
10 130 2
10 131 1
10 132 2
10 133 0
10 134 2
10 135 2
10 136 1
10 137 0
10 138 0
10 139 1
10 140 1
10 141 1
10 142 1
10 143 1
10 144 1
10 145 2
10 146 2
10 147 2
10 148 0
10 149 0
10 150 2
10 151 0
10 152 2
10 153 1
10 154 2
10 155 1
10 156 1
10 157 2
10 158 1
10 159 1
10 160 2
10 161 1
10 162 2
10 163 0
10 164 2
10 165 1
10 166 1
10 167 0
10 168 2
10 169 2
10 170 2
10 171 2
10 172 2
10 173 0
10 174 0
10 175 0
10 176 2
10 177 2
10 178 0
10 179 2
10 180 2
10 181 1
10 182 0
10 183 2
10 184 1
10 185 0
10 186 2
10 187 2
10 188 0
10 189 1
10 190 2
10 191 0
10 192 1
10 193 1
10 194 0
10 195 1
10 196 1
10 197 0
10 198 2
10 199 0
11 0 0
11 1 1
11 2 1
11 3 1
11 4 0
11 5 0
11 6 1
11 7 2
11 8 1
11 9 1
11 10 2
11 11 1
11 12 1
11 13 0
11 14 1
11 15 1
11 16 1
11 17 0
11 18 0
11 19 0
11 20 1
11 21 0
11 22 1
11 23 0
11 24 1
11 25 1
11 26 2
11 27 1
11 28 0
11 29 0
11 30 2
11 31 2
11 32 1
11 33 1
11 34 2
11 35 1
11 36 2
11 37 1
11 38 1
11 39 2
11 40 1
11 41 0
11 42 0
11 43 1
11 44 2
11 45 0
11 46 1
11 47 2
11 48 2
11 49 2
11 50 2
11 51 1
11 52 1
11 53 0
11 54 2
11 55 1
11 56 1
11 57 2
11 58 0
11 59 2
11 60 2
11 61 0
11 62 2
11 63 0
11 64 1
11 65 1
11 66 0
11 67 1
11 68 0
11 69 2
11 70 2
11 71 2
11 72 0
11 73 0
11 74 1
11 75 2
11 76 0
11 77 0
11 78 0
11 79 0
11 80 0
11 81 2
11 82 0
11 83 2
11 84 2
11 85 0
11 86 0
11 87 1
11 88 2
11 89 2
11 90 1
11 91 2
11 92 0
11 93 1
11 94 2
11 95 1
11 96 1
11 97 0
11 98 0
11 99 2
11 100 0
11 101 2
11 102 0
11 103 0
11 104 2
11 105 0
11 106 0
11 107 1
11 108 2
11 109 1
11 110 1
11 111 0
11 112 1
11 113 1
11 114 2
11 115 0
11 116 2
11 117 0
11 118 0
11 119 1
11 120 0
11 121 1
11 122 0
11 123 1
11 124 2
11 125 2
11 126 1
11 127 1
11 128 2
11 129 1
11 130 2
11 131 1
