60 80
2 26 0
2 27 0
2 28 0
2 29 2
2 30 1
2 31 2
2 32 2
2 33 1
2 34 0
2 35 1
2 36 1
2 37 1
2 38 2
2 39 0
2 40 2
2 41 2
2 42 1
2 43 2
2 44 0
2 45 0
2 46 2
2 47 1
2 48 1
2 49 1
2 50 2
2 51 1
2 52 1
2 53 0
2 54 2
2 55 1
2 56 1
2 57 0
2 58 0
2 59 2
2 60 0
2 61 0
2 62 1
2 63 0
2 64 0
2 65 2
2 66 1
2 67 2
2 68 1
2 69 0
2 70 2
2 71 2
2 72 0
2 73 1
2 74 2
2 75 1
2 76 0
2 77 2
2 78 2
2 79 0
3 0 0
3 1 2
3 2 1
3 3 2
3 4 1
3 5 1
3 6 2
3 7 1
3 8 2
3 9 1
3 10 2
3 11 2
3 12 1
3 13 0
3 14 2
3 15 2
3 16 0
3 17 2
3 18 1
3 19 1
3 20 2
3 21 2
3 22 0
3 23 0
3 24 0
3 25 1
3 26 0
3 27 2
3 28 1
3 29 0
3 30 0
3 31 1
3 32 1
3 33 2
3 34 1
3 35 0
3 36 1
3 37 1
3 38 2
3 39 0
3 40 2
3 41 2
3 42 2
3 43 0
3 44 0
3 45 1
3 46 0
3 47 0
3 48 2
3 49 1
3 50 0
3 51 1
3 52 2
3 53 0
3 54 1
3 55 1
3 56 2
3 57 1
3 58 1
3 59 2
3 60 2
3 61 1
3 62 1
3 63 2
3 64 0
3 65 0
3 66 1
3 67 0
3 68 1
3 69 0
3 70 0
3 71 1
3 72 1
3 73 0
3 74 1
3 75 0
3 76 0
3 77 1
3 78 0
3 79 0
4 0 0
4 1 0
4 2 2
4 3 2
4 4 2
4 5 0
4 6 0
4 7 2
4 8 1
4 9 2
4 10 0
4 11 2
4 12 0
4 13 1
4 14 0
4 15 1
4 16 1
4 17 0
4 18 2
4 19 0
4 20 2
4 21 2
4 22 2
4 23 2
4 24 2
4 25 2
4 26 0
4 27 2
4 28 0
4 29 1
4 30 2
4 31 1
4 32 1
4 33 2
4 34 1
4 35 1
4 36 1
4 37 0
4 38 1
4 39 1
4 40 2
4 41 1
4 42 0
4 43 2
4 44 0
4 45 0
4 46 0
4 47 2
4 48 2
4 49 2
4 50 2
4 51 1
4 52 2
4 53 1
4 54 0
4 55 0
4 56 1
4 57 0
4 58 1
4 59 0
4 60 1
4 61 1
4 62 0
4 63 0
4 64 2
4 65 1
4 66 2
4 67 0
4 68 1
4 69 2
4 70 0
4 71 0
4 72 0
4 73 0
4 74 0
4 75 0
4 76 1
4 77 0
4 78 0
4 79 2
5 0 0
5 1 0
5 2 2
5 3 0
5 4 2
5 5 2
5 6 0
5 7 2
5 8 0
5 9 2
5 10 0
5 11 0
5 12 1
5 13 1
5 14 0
5 15 1
5 16 2
5 17 1
5 18 1
5 19 2
5 20 2
5 21 1
5 22 1
5 23 1
5 24 2
5 25 2
5 26 1
5 27 1
5 28 0
5 29 1
5 30 0
5 31 1
5 32 2
5 33 0
5 34 0
5 35 1
5 36 1
5 37 0
5 38 1
5 39 0
5 40 1
5 41 1
5 42 2
5 43 1
5 44 2
5 45 1
5 46 2
5 47 1
5 48 2
5 49 0
5 50 2
5 51 2
5 52 0
5 53 0
5 54 0
5 55 2
5 56 2
5 57 2
5 58 0
5 59 2
5 60 2
5 61 1
5 62 2
5 63 2
5 64 1
5 65 1
5 66 1
5 67 0
5 68 2
5 69 1
5 70 2
5 71 1
5 72 1
5 73 1
5 74 0
5 75 0
5 76 2
5 77 2
5 78 1
5 79 0
6 0 1
6 1 2
6 2 1
6 3 2
6 4 2
6 5 1
6 6 1
6 7 0
6 8 1
6 9 1
6 10 2
6 11 2
6 12 2
6 13 1
6 14 0
6 15 0
6 16 1
6 17 2
6 18 2
6 19 2
6 20 1
6 21 2
6 22 2
6 23 1
6 24 1
6 25 0
6 26 1
6 27 0
6 28 0
6 29 0
6 30 1
6 31 0
6 32 0
6 33 0
6 34 0
6 35 1
6 36 2
6 37 0
6 38 2
6 39 2
6 40 1
6 41 0
6 42 0
6 43 1
6 44 2
6 45 1
6 46 2
6 47 2
6 48 2
6 49 2
6 50 0
6 51 1
6 52 0
6 53 2
6 54 2
6 55 0
6 56 1
6 57 0
6 58 2
6 59 1
6 60 2
6 61 2
6 62 1
6 63 1
6 64 1
6 65 1
6 66 1
6 67 0
6 68 2
6 69 0
6 70 1
6 71 2
6 72 1
6 73 0
6 74 2
6 75 1
6 76 2
6 77 1
6 78 2
6 79 2
7 0 1
7 1 1
7 2 0
7 3 1
7 4 1
7 5 2
7 6 2
7 7 1
7 8 2
7 9 0
7 10 2
7 11 0
7 12 0
7 13 0
7 14 0
7 15 1
7 16 1
7 17 1
7 18 1
7 19 0
7 20 1
7 21 0
7 22 1
7 23 0
7 24 0
7 25 0
7 26 2
7 27 1
7 28 1
7 29 2
7 30 1
7 31 1
7 32 2
7 33 0
7 34 0
7 35 0
7 36 0
7 37 2
7 38 2
7 39 2
7 40 0
7 41 2
7 42 2
7 43 0
7 44 2
7 45 2
7 46 0
7 47 2
7 48 1
7 49 1
7 50 0
7 51 2
7 52 0
7 53 2
7 54 1
7 55 1
7 56 2
7 57 0
7 58 2
7 59 2
7 60 2
7 61 2
7 62 2
7 63 1
7 64 2
7 65 0
7 66 2
7 67 2
7 68 1
7 69 2
7 70 0
7 71 1
7 72 0
7 73 2
7 74 2
7 75 2
7 76 2
7 77 2
7 78 1
7 79 2
8 0 2
8 1 1
8 2 1
8 3 1
8 4 2
8 5 2
8 6 0
8 7 1
8 8 2
8 9 1
8 10 0
8 11 0
8 12 0
8 13 2
8 14 1
8 15 2
8 16 2
8 17 0
8 18 0
8 19 2
8 20 2
8 21 0
8 22 2
8 23 2
8 24 0
8 25 1
8 26 0
8 27 2
8 28 2
8 29 1
8 30 1
8 31 0
8 32 1
8 33 2
8 34 0
8 35 1
8 36 2
8 37 2
8 38 1
8 39 1
8 40 1
8 41 2
8 42 1
8 43 2
8 44 1
8 45 0
8 46 0
8 47 0
8 48 0
8 49 0
8 50 2
8 51 0
8 52 1
8 53 2
8 54 2
8 55 0
8 56 0
8 57 1
8 58 1
8 59 2
8 60 1
8 61 2
8 62 2
8 63 2
8 64 2
8 65 1
8 66 0
8 67 1
8 68 0
8 69 0
8 70 2
8 71 0
8 72 0
8 73 2
8 74 1
8 75 2
8 76 1
8 77 0
8 78 1
8 79 0
9 0 0
9 1 1
9 2 2
9 3 1
9 4 2
9 5 1
9 6 1
9 7 0
9 8 0
9 9 2
9 10 2
9 11 2
9 12 0
9 13 2
9 14 0
9 15 1
9 16 0
9 17 2
9 18 2
9 19 0
9 20 2
9 21 1
9 22 2
9 23 1
9 24 1
9 25 1
9 26 2
9 27 2
9 28 1
9 29 1
9 30 1
9 31 0
9 32 1
9 33 1
9 34 2
9 35 1
9 36 1
9 37 2
9 38 1
9 39 2
9 40 1
9 41 2
9 42 1
9 43 0
9 44 0
9 45 0
9 46 2
9 47 1
9 48 0
9 49 1
9 50 2
9 51 1
9 52 0
9 53 0
9 54 2
9 55 0
9 56 0
9 57 1
9 58 1
9 59 1
9 60 1
9 61 2
9 62 0
9 63 0
9 64 1
9 65 1
9 66 0
9 67 1
9 68 0
9 69 2
9 70 1
9 71 2
9 72 0
9 73 1
9 74 0
9 75 1
9 76 2
9 77 1
9 78 0
9 79 0
10 0 1
10 1 2
10 2 0
10 3 1
10 4 1
10 5 1
10 6 2
10 7 0
10 8 2
10 9 1
10 10 1
10 11 1
10 12 2
10 13 2
10 14 0
10 15 2
10 16 1
10 17 0
10 18 0
10 19 1
10 20 1
10 21 1
10 22 0
10 23 0
10 24 0
10 25 1
10 26 1
10 27 0
10 28 1
10 29 1
10 30 1
10 31 0
10 32 2
10 33 1
10 34 2
10 35 1
10 36 1
10 37 2
10 38 2
10 39 1
10 40 0
10 41 2
10 42 0
10 43 1
10 44 2
10 45 1
10 46 2
10 47 1
10 48 1
10 49 2
10 50 0
10 51 1
10 52 2
10 53 0
10 54 0
10 55 1
10 56 0
10 57 1
10 58 0
10 59 0
10 60 1
10 61 0
10 62 1
10 63 1
10 64 2
10 65 0
10 66 0
10 67 2
10 68 1
10 69 2
10 70 0
10 71 0
10 72 0
10 73 1
10 74 0
10 75 1
10 76 1
10 77 2
10 78 1
10 79 0
11 0 0
11 1 0
11 2 0
11 3 2
11 4 2
11 5 1
11 6 2
11 7 0
11 8 0
11 9 1
11 10 0
11 11 0
11 12 1
11 13 1
11 14 0
11 15 2
11 16 2
11 17 0
11 18 1
11 19 0
11 20 1
11 21 2
11 22 2
11 23 0
11 24 1
11 25 1
11 26 0
11 27 1
11 28 1
11 29 0
11 30 2
11 31 2
11 32 0
11 33 0
11 34 0
11 35 0
11 36 2
11 37 0
11 38 0
11 39 0
11 40 1
11 41 0
11 42 1
11 43 2
11 44 0
11 45 2
11 46 0
11 47 0
11 48 1
11 49 0
11 50 1
11 51 1
11 52 2
11 53 0
11 54 1
11 55 0
11 56 0
11 57 2
11 58 1
11 59 0
11 60 2
11 61 1
11 62 1
11 63 1
11 64 1
11 65 0
11 66 1
11 67 2
11 68 1
11 69 1
11 70 2
11 71 0
11 72 1
11 73 2
11 74 0
11 75 1
11 76 0
11 77 1
11 78 1
11 79 0
12 0 1
12 1 2
12 2 0
12 3 2
12 4 2
12 5 2
12 6 2
12 7 2
12 8 1
12 9 1
12 10 1
12 11 1
12 12 1
12 13 0
12 14 1
12 15 0
12 16 0
12 17 1
12 18 0
12 19 1
12 20 0
12 21 0
12 22 2
12 23 2
12 24 1
12 25 0
12 26 0
12 27 1
12 28 2
12 29 2
12 30 0
12 31 1
12 32 2
12 33 0
12 34 1
12 35 2
12 36 1
12 37 1
12 38 0
12 39 2
12 40 2
12 41 2
12 42 2
12 43 0
12 44 0
12 45 1
12 46 1
12 47 1
12 48 0
12 49 1
12 50 1
12 51 1
12 52 2
12 53 1
12 54 2
12 55 1
12 56 2
12 57 0
12 58 1
12 59 1
12 60 0
12 61 1
12 62 0
12 63 0
12 64 2
12 65 2
12 66 0
12 67 0
12 68 0
12 69 0
12 70 0
12 71 1
12 72 2
12 73 0
12 74 2
12 75 1
12 76 1
12 77 1
12 78 1
12 79 2
13 0 1
13 1 2
13 2 1
13 3 1
13 4 0
13 5 2
13 6 0
13 7 2
13 8 2
13 9 2
13 10 2
13 11 2
13 12 2
13 13 2
13 14 2
13 15 0
13 16 0
13 17 1
13 18 0
13 19 2
13 20 2
13 21 1
13 22 0
13 23 1
13 24 0
13 25 1
13 26 0
13 27 1
13 28 0
13 29 1
13 30 0
13 31 0
13 32 1
13 33 0
13 34 0
13 35 1
13 36 2
13 37 2
13 38 1
13 39 2
13 40 2
13 41 0
13 42 1
13 43 0
13 44 1
13 45 2
13 46 0
13 47 2
13 48 0
13 49 0
13 50 1
13 51 0
13 52 0
13 53 1
13 54 2
13 55 0
13 56 0
13 57 1
13 58 0
13 59 0
13 60 0
13 61 0
13 62 2
13 63 1
13 64 2
13 65 2
13 66 0
13 67 2
13 68 1
13 69 1
13 70 2
13 71 0
13 72 2
13 73 1
13 74 1
13 75 0
13 76 1
13 77 2
13 78 2
13 79 1
14 0 0
14 1 1
14 2 0
14 3 2
14 4 1
14 5 2
14 6 2
14 7 2
14 8 1
14 9 0
14 10 0
14 11 0
14 12 1
14 13 0
14 14 0
14 15 0
14 16 2
14 17 0
14 18 0
14 19 0
14 20 0
14 21 0
14 22 0
14 23 2
14 24 2
14 25 1
14 26 0
14 27 0
14 28 0
14 29 1
14 30 0
14 31 2
14 32 1
14 33 2
14 34 2
14 35 0
14 36 1
14 37 0
14 38 2
14 39 2
14 40 2
14 41 2
14 42 1
14 43 0
14 44 1
14 45 2
14 46 0
14 47 1
14 48 2
14 49 0
14 50 0
14 51 2
14 52 0
14 53 2
14 54 2
14 55 0
14 56 0
14 57 0
14 58 1
14 59 0
14 60 2
14 61 2
14 62 2
14 63 1
14 64 2
14 65 1
14 66 2
14 67 2
14 68 2
14 69 0
14 70 0
14 71 0
14 72 0
14 73 1
14 74 0
14 75 0
14 76 1
14 77 2
14 78 1
14 79 1
15 0 2
15 1 0
15 2 2
15 3 1
15 4 2
15 5 1
15 6 1
15 7 2
15 8 1
15 9 0
15 10 1
15 11 0
15 12 0
15 13 2
15 14 2
15 15 1
15 16 2
15 17 1
15 18 2
15 19 1
15 20 0
15 21 2
15 22 1
15 23 2
15 24 1
15 25 1
15 26 2
15 27 0
15 28 2
15 29 0
15 30 2
15 31 1
15 32 2
15 33 0
15 34 1
15 35 0
15 36 0
15 37 2
15 38 1
15 39 2
15 40 2
15 41 0
15 42 0
15 43 2
15 44 2
15 45 2
15 46 1
15 47 1
15 48 0
15 49 0
15 50 1
15 51 2
15 52 0
15 53 1
15 54 1
15 55 1
15 56 2
15 57 0
15 58 0
15 59 2
15 60 0
15 61 1
15 62 2
15 63 2
15 64 2
15 65 1
15 66 2
15 67 0
15 68 0
15 69 1
15 70 1
15 71 2
15 72 1
15 73 0
15 74 1
15 75 1
15 76 2
15 77 0
15 78 1
15 79 0
16 0 2
16 1 2
16 2 1
16 3 2
16 4 2
16 5 1
16 6 0
16 7 1
16 8 0
16 9 1
16 10 2
16 11 0
16 12 1
16 13 0
16 14 1
16 15 2
16 16 0
16 17 0
16 18 2
16 19 2
16 20 1
16 21 2
16 22 1
16 23 1
16 24 1
16 25 0
16 26 2
16 27 1
16 28 0
16 29 1
16 30 0
16 31 1
16 32 2
16 33 2
16 34 0
16 35 2
16 36 1
16 37 0
16 38 2
16 39 1
16 40 0
16 41 2
16 42 1
16 43 2
16 44 2
16 45 2
16 46 2
16 47 1
16 48 2
16 49 2
16 50 1
16 51 2
16 52 0
16 53 2
16 54 0
16 55 0
16 56 2
16 57 0
16 58 2
16 59 2
16 60 2
16 61 0
16 62 2
16 63 2
16 64 0
16 65 0
16 66 1
16 67 1
16 68 2
16 69 2
16 70 1
16 71 0
16 72 0
16 73 0
16 74 0
16 75 2
16 76 0
16 77 1
16 78 2
16 79 2
17 0 1
17 1 1
17 2 0
17 3 0
17 4 1
17 5 1
17 6 2
17 7 2
17 8 1
17 9 1
17 10 2
17 11 2
17 12 0
17 13 1
17 14 1
17 15 2
17 16 1
17 17 0
17 18 2
17 19 0
17 20 1
17 21 2
17 22 1
17 23 2
17 24 0
17 25 2
17 26 1
17 27 2
17 28 1
17 29 0
17 30 1
17 31 1
17 32 0
17 33 1
17 34 1
17 35 0
17 36 1
17 37 1
17 38 0
17 39 2
17 40 0
17 41 0
17 42 1
17 43 2
17 44 2
17 45 1
17 46 1
17 47 0
17 48 2
17 49 2
17 50 0
17 51 0
17 52 0
17 53 2
17 54 1
17 55 1
17 56 0
17 57 1
17 58 1
17 59 1
17 60 0
17 61 0
17 62 2
17 63 0
17 64 2
17 65 0
17 66 1
17 67 0
17 68 1
17 69 1
17 70 0
17 71 1
17 72 0
17 73 1
17 74 1
17 75 1
17 76 1
17 77 1
17 78 0
17 79 0
18 0 1
18 1 0
18 2 1
18 3 0
18 4 2
18 5 2
18 6 2
18 7 1
18 8 1
18 9 1
18 10 1
18 11 1
18 12 2
18 13 1
18 14 1
18 15 1
18 16 2
18 17 1
18 18 1
18 19 0
18 20 0
18 21 2
18 22 1
18 23 1
18 24 2
18 25 2
18 26 2
18 27 2
18 28 2
18 29 0
18 30 0
18 31 1
18 32 1
18 33 1
18 34 2
18 35 2
18 36 2
18 37 0
18 38 2
18 39 2
18 40 0
18 41 2
18 42 1
18 43 2
18 44 0
18 45 2
18 46 1
18 47 2
18 48 1
18 49 2
18 50 0
18 51 1
18 52 2
18 53 0
18 54 1
18 55 1
18 56 2
18 57 0
18 58 1
18 59 1
18 60 0
18 61 2
18 62 0
18 63 1
18 64 0
18 65 1
18 66 0
18 67 0
18 68 2
18 69 1
18 70 1
18 71 2
18 72 2
18 73 0
18 74 1
18 75 2
18 76 1
18 77 1
18 78 0
18 79 1
19 0 2
19 1 2
19 2 1
19 3 0
19 4 1
19 5 2
19 6 2
19 7 2
19 8 1
19 9 1
19 10 1
19 11 0
19 12 2
19 13 1
19 14 1
19 15 1
19 16 2
19 17 0
19 18 1
19 19 2
19 20 2
19 21 1
19 22 2
19 23 0
19 24 2
19 25 1
19 26 2
19 27 0
19 28 2
19 29 0
19 30 1
19 31 1
19 32 2
19 33 2
19 34 0
19 35 1
19 36 1
19 37 2
19 38 2
19 39 0
19 40 0
19 41 0
19 42 2
19 43 1
19 44 2
19 45 1
19 46 2
19 47 1
19 48 1
19 49 2
19 50 0
19 51 1
19 52 1
19 53 1
19 54 0
19 55 1
19 56 2
19 57 1
19 58 1
19 59 0
19 60 0
19 61 1
19 62 2
19 63 1
19 64 1
19 65 2
19 66 1
19 67 1
19 68 2
19 69 1
19 70 1
19 71 0
19 72 1
19 73 2
19 74 2
19 75 2
19 76 2
19 77 1
19 78 2
19 79 2
20 0 2
20 1 2
20 2 0
20 3 1
20 4 1
20 5 2
20 6 0
20 7 2
20 8 0
20 9 0
20 10 1
20 11 0
20 12 2
20 13 1
20 14 1
20 15 2
20 16 0
20 17 1
20 18 1
20 19 0
20 20 0
20 21 2
20 22 1
20 23 1
20 24 0
20 25 2
20 26 2
20 27 0
20 28 1
20 29 1
20 30 2
20 31 0
20 32 2
20 33 0
20 34 0
20 35 2
20 36 2
20 37 2
20 38 2
20 39 1
20 40 1
20 41 2
20 42 2
20 43 2
20 44 0
20 45 2
20 46 2
20 47 0
20 48 2
20 49 2
20 50 2
20 51 0
20 52 2
20 53 2
20 54 1
20 55 0
20 56 0
20 57 2
20 58 0
20 59 1
20 60 0
20 61 2
20 62 2
20 63 1
20 64 2
20 65 0
20 66 0
20 67 0
20 68 2
20 69 2
20 70 0
20 71 2
20 72 1
20 73 1
20 74 0
20 75 0
20 76 1
20 77 1
20 78 1
20 79 0
21 0 2
21 1 1
21 2 2
21 3 0
21 4 0
21 5 2
21 6 2
21 7 2
21 8 0
21 9 2
21 10 0
21 11 1
21 12 1
21 13 1
21 14 1
21 15 1
21 16 0
21 17 0
21 18 0
21 19 1
21 20 2
21 21 1
21 22 1
21 23 0
21 24 2
21 25 0
21 26 2
21 27 0
21 28 2
21 29 2
21 30 0
21 31 2
21 32 0
21 33 0
21 34 1
21 35 1
21 36 2
21 37 0
21 38 2
21 39 1
21 40 2
21 41 1
21 42 2
21 43 0
21 44 1
21 45 0
21 46 2
21 47 0
21 48 1
21 49 0
21 50 0
21 51 1
21 52 2
21 53 0
21 54 0
21 55 0
21 56 0
21 57 2
21 58 2
21 59 0
21 60 2
21 61 2
21 62 0
21 63 1
21 64 0
21 65 2
21 66 0
21 67 1
21 68 2
21 69 2
21 70 0
21 71 1
21 72 2
21 73 0
21 74 1
21 75 2
21 76 0
21 77 2
21 78 1
21 79 1
22 0 0
22 1 2
22 2 2
22 3 1
22 4 2
22 5 1
22 6 1
22 7 0
22 8 1
22 9 0
22 10 0
22 11 1
22 12 1
22 13 2
22 14 2
22 15 2
22 16 2
22 17 1
22 18 2
22 19 1
22 20 1
22 21 2
22 22 0
22 23 1
22 24 2
22 25 1
22 26 2
22 27 0
22 28 2
22 29 1
22 30 1
22 31 2
22 32 0
22 33 0
22 34 0
22 35 1
22 36 1
22 37 1
22 38 2
22 39 1
22 40 1
22 41 1
22 42 0
22 43 2
22 44 1
22 45 2
22 46 1
22 47 0
22 48 0
22 49 1
22 50 0
22 51 1
22 52 2
22 53 0
22 54 0
22 55 2
22 56 1
22 57 1
22 58 0
22 59 1
22 60 2
22 61 0
22 62 1
22 63 0
22 64 0
22 65 0
22 66 2
22 67 2
22 68 0
22 69 2
22 70 2
22 71 1
22 72 1
22 73 0
22 74 0
22 75 1
22 76 0
22 77 0
22 78 0
22 79 2
23 0 0
23 1 0
23 2 0
23 3 2
23 4 1
23 5 0
23 6 0
23 7 2
23 8 0
23 9 0
23 10 1
23 11 2
23 12 1
23 13 2
23 14 1
23 15 0
23 16 1
23 17 2
23 18 2
23 19 0
23 20 2
23 21 0
23 22 0
23 23 0
23 24 0
23 25 2
23 26 2
23 27 1
23 28 0
23 29 0
23 30 0
23 31 0
23 32 0
23 33 1
23 34 1
23 35 1
23 36 0
23 37 0
23 38 2
23 39 0
23 40 1
23 41 1
23 42 1
23 43 2
23 44 0
23 45 2
23 46 1
23 47 0
23 48 0
23 49 1
23 50 0
23 51 0
23 52 0
23 53 0
23 54 0
23 55 2
23 56 0
23 57 1
23 58 0
23 59 2
23 60 2
23 61 1
23 62 1
23 63 2
23 64 1
23 65 2
23 66 1
23 67 0
23 68 1
23 69 1
23 70 0
23 71 2
23 72 1
23 73 0
23 74 0
23 75 1
23 76 0
23 77 0
23 78 2
23 79 2
24 0 2
24 1 2
24 2 0
24 3 2
24 4 0
24 5 0
24 6 0
24 7 1
24 8 0
24 9 1
24 10 2
24 11 2
24 12 0
24 13 0
24 14 1
24 15 1
24 16 1
24 17 2
24 18 1
24 19 0
24 20 1
24 21 0
24 22 1
24 23 0
24 24 0
24 25 2
24 26 2
24 27 2
24 28 1
24 29 1
24 30 0
24 31 0
24 32 1
24 33 0
24 34 0
24 35 0
24 36 0
24 37 2
24 38 2
24 39 2
24 40 1
24 41 2
24 42 0
24 43 2
24 44 1
24 45 0
24 46 2
24 47 1
24 48 2
24 49 1
24 50 1
24 51 0
24 52 2
24 53 2
24 54 1
24 55 0
24 56 0
24 57 0
24 58 2
24 59 0
24 60 1
24 61 0
24 62 2
24 63 2
24 64 0
24 65 0
24 66 2
24 67 2
24 68 2
24 69 0
24 70 1
24 71 1
24 72 1
24 73 0
24 74 0
24 75 1
24 76 0
24 77 2
24 78 1
24 79 0
25 0 2
25 1 0
25 2 0
25 3 1
25 4 0
25 5 1
25 6 2
25 7 0
25 8 1
25 9 1
25 10 0
25 11 2
25 12 2
25 13 1
25 14 0
25 15 1
25 16 2
25 17 1
25 18 1
25 19 0
25 20 0
25 21 2
25 22 0
25 23 0
25 24 1
25 25 0
25 26 0
25 27 2
25 28 1
25 29 0
25 30 1
25 31 2
25 32 0
25 33 0
25 34 0
25 35 0
25 36 1
25 37 0
25 38 0
25 39 0
25 40 2
25 41 2
25 42 1
25 43 0
25 44 1
25 45 2
25 46 0
25 47 0
25 48 1
25 49 0
25 50 2
25 51 2
25 52 1
25 53 2
25 54 2
25 55 0
25 56 1
25 57 2
25 58 0
25 59 0
25 60 2
25 61 1
25 62 0
25 63 2
25 64 0
25 65 1
25 66 0
25 67 2
25 68 0
25 69 2
25 70 0
25 71 0
25 72 0
25 73 1
25 74 0
25 75 2
25 76 1
25 77 1
25 78 0
25 79 0
26 0 1
26 1 2
26 2 2
26 3 2
26 4 1
26 5 1
26 6 0
26 7 0
26 8 0
26 9 1
26 10 2
26 11 2
26 12 1
26 13 1
26 14 2
26 15 2
26 16 0
26 17 1
26 18 1
26 19 2
26 20 0
26 21 2
26 22 1
26 23 2
26 24 0
26 25 1
26 26 0
26 27 1
26 28 2
26 29 0
26 30 1
26 31 0
26 32 1
26 33 2
26 34 2
26 35 0
26 36 1
26 37 0
26 38 1
26 39 2
26 40 1
26 41 2
26 42 2
26 43 2
26 44 1
26 45 2
26 46 0
26 47 0
26 48 2
26 49 2
26 50 0
26 51 0
26 52 0
26 53 1
26 54 0
26 55 1
26 56 0
26 57 1
26 58 1
26 59 0
26 60 1
26 61 2
26 62 2
26 63 2
26 64 0
26 65 2
26 66 2
26 67 2
26 68 2
26 69 1
26 70 0
26 71 2
26 72 0
26 73 1
26 74 0
26 75 2
26 76 2
26 77 2
26 78 1
26 79 1
27 0 2
27 1 1
27 2 2
27 3 2
27 4 0
27 5 0
27 6 2
27 7 2
27 8 2
27 9 0
27 10 0
27 11 0
27 12 1
27 13 1
27 14 2
27 15 0
27 16 2
27 17 1
27 18 2
27 19 0
27 20 2
27 21 0
27 22 0
27 23 1
27 24 1
27 25 1
27 26 0
27 27 1
27 28 1
27 29 2
27 30 2
27 31 2
27 32 0
27 33 2
27 34 2
27 35 2
27 36 1
27 37 1
27 38 1
27 39 0
27 40 0
27 41 1
27 42 0
27 43 0
27 44 2
27 45 1
27 46 0
27 47 0
27 48 2
27 49 0
27 50 2
27 51 0
27 52 1
27 53 1
27 54 0
27 55 1
27 56 1
27 57 2
27 58 0
27 59 1
27 60 1
27 61 0
27 62 1
27 63 1
27 64 1
27 65 2
27 66 2
27 67 0
27 68 2
27 69 2
27 70 1
27 71 0
27 72 1
27 73 0
27 74 0
27 75 1
27 76 1
27 77 1
27 78 0
27 79 1
28 0 1
28 1 0
28 2 1
28 3 0
28 4 1
28 5 0
28 6 2
28 7 1
28 8 2
28 9 2
28 10 1
28 11 1
28 12 2
28 13 2
28 14 2
28 15 1
28 16 2
28 17 0
28 18 1
28 19 1
28 20 2
28 21 0
28 22 1
28 23 0
28 24 2
28 25 0
28 26 1
28 27 1
28 28 1
28 29 0
28 30 2
28 31 1
28 32 1
28 33 2
28 34 0
28 35 0
28 36 2
28 37 0
28 38 0
28 39 2
28 40 1
28 41 0
28 42 0
28 43 1
28 44 0
28 45 2
28 46 1
28 47 0
28 48 2
28 49 0
28 50 2
28 51 1
28 52 0
28 53 0
28 54 0
28 55 0
28 56 1
28 57 2
28 58 1
28 59 0
28 60 1
28 61 1
28 62 2
28 63 2
28 64 0
28 65 0
28 66 1
28 67 2
28 68 0
28 69 0
28 70 0
28 71 0
28 72 1
28 73 2
28 74 2
28 75 1
28 76 2
28 77 2
28 78 1
28 79 2
29 0 0
29 1 2
29 2 1
29 3 1
29 4 2
29 5 1
29 6 0
29 7 1
29 8 2
29 9 2
29 10 1
29 11 2
