150 150
1 36 0
1 37 0
1 38 0
1 39 2
1 40 1
1 41 2
1 42 2
1 43 1
1 44 0
1 45 1
1 46 1
1 47 1
1 48 2
1 49 0
1 50 2
1 51 2
1 52 1
1 53 2
1 54 0
1 55 0
1 56 2
1 57 1
1 58 1
1 59 1
1 60 2
1 61 1
1 62 1
1 63 0
1 64 2
1 65 1
1 66 1
1 67 0
1 68 0
1 69 2
1 70 0
1 71 0
1 72 1
1 73 0
1 74 0
1 75 2
1 76 1
1 77 2
1 78 1
1 79 0
1 80 2
1 81 2
1 82 0
1 83 1
1 84 2
1 85 1
1 86 0
1 87 2
1 88 2
1 89 0
1 90 0
1 91 2
1 92 1
1 93 2
1 94 1
1 95 1
1 96 2
1 97 1
1 98 2
1 99 1
1 100 2
1 101 2
1 102 1
1 103 0
1 104 2
1 105 2
1 106 0
1 107 2
1 108 1
1 109 1
1 110 2
1 111 2
1 112 0
1 113 0
1 114 0
1 115 1
1 116 0
1 117 2
1 118 1
1 119 0
1 120 0
1 121 1
1 122 1
1 123 2
1 124 1
1 125 0
1 126 1
1 127 1
1 128 2
1 129 0
1 130 2
1 131 2
1 132 2
1 133 0
1 134 0
1 135 1
1 136 0
1 137 0
1 138 2
1 139 1
1 140 0
1 141 1
1 142 2
1 143 0
1 144 1
1 145 1
1 146 2
1 147 1
1 148 1
1 149 2
2 0 2
2 1 1
2 2 1
2 3 2
2 4 0
2 5 0
2 6 1
2 7 0
2 8 1
2 9 0
2 10 0
2 11 1
2 12 1
2 13 0
2 14 1
2 15 0
2 16 0
2 17 1
2 18 0
2 19 0
2 20 0
2 21 0
2 22 2
2 23 2
2 24 2
2 25 0
2 26 0
2 27 2
2 28 1
2 29 2
2 30 0
2 31 2
2 32 0
2 33 1
2 34 0
2 35 1
2 36 1
2 37 0
2 38 2
2 39 0
2 40 2
2 41 2
2 42 2
2 43 2
2 44 2
2 45 2
2 46 0
2 47 2
2 48 0
2 49 1
2 50 2
2 51 1
2 52 1
2 53 2
2 54 1
2 55 1
2 56 1
2 57 0
2 58 1
2 59 1
2 60 2
2 61 1
2 62 0
2 63 2
2 64 0
2 65 0
2 66 0
2 67 2
2 68 2
2 69 2
2 70 2
2 71 1
2 72 2
2 73 1
2 74 0
2 75 0
2 76 1
2 77 0
2 78 1
2 79 0
2 80 1
2 81 1
2 82 0
2 83 0
2 84 2
2 85 1
2 86 2
2 87 0
2 88 1
2 89 2
2 90 0
2 91 0
2 92 0
2 93 0
2 94 0
2 95 0
2 96 1
2 97 0
2 98 0
2 99 2
2 100 0
2 101 0
2 102 2
2 103 0
2 104 2
2 105 2
2 106 0
2 107 2
2 108 0
2 109 2
2 110 0
2 111 0
2 112 1
2 113 1
2 114 0
2 115 1
2 116 2
2 117 1
2 118 1
2 119 2
2 120 2
2 121 1
2 122 1
2 123 1
2 124 2
2 125 2
2 126 1
2 127 1
2 128 0
2 129 1
2 130 0
2 131 1
2 132 2
2 133 0
2 134 0
2 135 1
2 136 1
2 137 0
2 138 1
2 139 0
2 140 1
2 141 1
2 142 2
2 143 1
2 144 2
2 145 1
2 146 2
2 147 1
2 148 2
2 149 0
3 0 2
3 1 2
3 2 0
3 3 0
3 4 0
3 5 2
3 6 2
3 7 2
3 8 0
3 9 2
3 10 2
3 11 1
3 12 2
3 13 2
3 14 1
3 15 1
3 16 1
3 17 0
3 18 2
3 19 1
3 20 2
3 21 1
3 22 1
3 23 1
3 24 0
3 25 0
3 26 2
3 27 2
3 28 1
3 29 0
3 30 1
3 31 2
3 32 1
3 33 2
3 34 2
3 35 1
3 36 1
3 37 0
3 38 1
3 39 1
3 40 2
3 41 2
3 42 2
3 43 1
3 44 0
3 45 0
3 46 1
3 47 2
3 48 2
3 49 2
3 50 1
3 51 2
3 52 2
3 53 1
3 54 1
3 55 0
3 56 1
3 57 0
3 58 0
3 59 0
3 60 1
3 61 0
3 62 0
3 63 0
3 64 0
3 65 1
3 66 2
3 67 0
3 68 2
3 69 2
3 70 1
3 71 0
3 72 0
3 73 1
3 74 2
3 75 1
3 76 2
3 77 2
3 78 2
3 79 2
3 80 0
3 81 1
3 82 0
3 83 2
3 84 2
3 85 0
3 86 1
3 87 0
3 88 2
3 89 1
3 90 2
3 91 2
3 92 1
3 93 1
3 94 1
3 95 1
3 96 1
3 97 0
3 98 2
3 99 0
3 100 1
3 101 2
3 102 1
3 103 0
3 104 2
3 105 1
3 106 2
3 107 1
3 108 2
3 109 2
3 110 1
3 111 1
3 112 0
3 113 1
3 114 1
3 115 2
3 116 2
3 117 1
3 118 2
3 119 0
3 120 2
3 121 0
3 122 0
3 123 0
3 124 0
3 125 1
3 126 1
3 127 1
3 128 1
3 129 0
3 130 1
3 131 0
3 132 1
3 133 0
3 134 0
3 135 0
3 136 2
3 137 1
3 138 1
3 139 2
3 140 1
3 141 1
3 142 2
3 143 0
3 144 0
3 145 0
3 146 0
3 147 2
3 148 2
3 149 2
4 0 0
4 1 2
4 2 2
4 3 0
4 4 2
4 5 2
4 6 0
4 7 2
4 8 1
4 9 1
4 10 0
4 11 2
4 12 0
4 13 2
4 14 1
4 15 1
4 16 2
4 17 0
4 18 2
4 19 2
4 20 2
4 21 2
4 22 2
4 23 1
4 24 2
4 25 0
4 26 2
4 27 2
4 28 1
4 29 2
4 30 0
4 31 1
4 32 0
4 33 2
4 34 2
4 35 2
4 36 2
4 37 2
4 38 1
4 39 2
4 40 2
4 41 1
4 42 1
4 43 1
4 44 2
4 45 2
4 46 0
4 47 1
4 48 2
4 49 1
4 50 0
4 51 0
4 52 0
4 53 2
4 54 1
4 55 2
4 56 2
4 57 0
4 58 0
4 59 2
4 60 2
4 61 0
4 62 2
4 63 2
4 64 0
4 65 1
4 66 0
4 67 2
4 68 2
4 69 1
4 70 1
4 71 0
4 72 1
4 73 2
4 74 0
4 75 1
4 76 2
4 77 2
4 78 1
4 79 1
4 80 1
4 81 2
4 82 1
4 83 2
4 84 1
4 85 0
4 86 0
4 87 0
4 88 0
4 89 0
4 90 2
4 91 0
4 92 1
4 93 2
4 94 2
4 95 0
4 96 0
4 97 1
4 98 1
4 99 2
4 100 1
4 101 2
4 102 2
4 103 2
4 104 2
4 105 1
4 106 0
4 107 1
4 108 0
4 109 0
4 110 2
4 111 0
4 112 0
4 113 2
4 114 1
4 115 2
4 116 1
4 117 0
4 118 1
4 119 0
4 120 0
4 121 1
4 122 2
4 123 1
4 124 2
4 125 1
4 126 1
4 127 0
4 128 0
4 129 2
4 130 2
4 131 2
4 132 0
4 133 2
4 134 0
4 135 1
4 136 0
4 137 2
4 138 2
4 139 0
4 140 2
4 141 1
4 142 2
4 143 1
4 144 1
4 145 1
4 146 2
4 147 2
4 148 1
4 149 1
5 0 1
5 1 0
5 2 1
5 3 1
5 4 2
5 5 1
5 6 1
5 7 2
5 8 1
5 9 2
5 10 1
5 11 2
5 12 1
5 13 0
5 14 0
5 15 0
5 16 2
5 17 1
5 18 0
5 19 1
5 20 2
5 21 1
5 22 0
5 23 0
5 24 2
5 25 0
5 26 0
5 27 1
5 28 1
5 29 1
5 30 1
5 31 2
5 32 0
5 33 0
5 34 1
5 35 1
5 36 0
5 37 1
5 38 0
5 39 2
5 40 1
5 41 2
5 42 0
5 43 1
5 44 0
5 45 1
5 46 2
5 47 1
5 48 0
5 49 0
5 50 1
5 51 2
5 52 0
5 53 1
5 54 1
5 55 1
5 56 2
5 57 0
5 58 2
5 59 1
5 60 1
5 61 1
5 62 2
5 63 2
5 64 0
5 65 2
5 66 1
5 67 0
5 68 0
5 69 1
5 70 1
5 71 1
5 72 0
5 73 0
5 74 0
5 75 1
5 76 1
5 77 0
5 78 1
5 79 1
5 80 1
5 81 0
5 82 2
5 83 1
5 84 2
5 85 1
5 86 1
5 87 2
5 88 2
5 89 1
5 90 0
5 91 2
5 92 0
5 93 1
5 94 2
5 95 1
5 96 2
5 97 1
5 98 1
5 99 2
5 100 0
5 101 1
5 102 2
5 103 0
5 104 0
5 105 1
5 106 0
5 107 1
5 108 0
5 109 0
5 110 1
5 111 0
5 112 1
5 113 1
5 114 2
5 115 0
5 116 0
5 117 2
5 118 1
5 119 2
5 120 0
5 121 0
5 122 0
5 123 1
5 124 0
5 125 1
5 126 1
5 127 2
5 128 1
5 129 0
5 130 0
5 131 0
5 132 0
5 133 2
5 134 2
5 135 1
5 136 2
5 137 0
5 138 0
5 139 1
5 140 0
5 141 0
5 142 1
5 143 1
5 144 0
5 145 2
5 146 2
5 147 0
5 148 1
5 149 0
6 0 1
6 1 2
6 2 2
6 3 0
6 4 1
6 5 1
6 6 0
6 7 1
6 8 1
6 9 0
6 10 2
6 11 2
6 12 0
6 13 0
6 14 0
6 15 0
6 16 2
6 17 0
6 18 0
6 19 0
6 20 1
6 21 0
6 22 1
6 23 2
6 24 0
6 25 2
6 26 0
6 27 0
6 28 1
6 29 0
6 30 1
6 31 1
6 32 2
6 33 0
6 34 1
6 35 0
6 36 0
6 37 2
6 38 1
6 39 0
6 40 2
6 41 1
6 42 1
6 43 1
6 44 1
6 45 0
6 46 1
6 47 2
6 48 1
6 49 1
6 50 2
6 51 0
6 52 1
6 53 2
6 54 0
6 55 1
6 56 0
6 57 1
6 58 1
6 59 0
6 60 1
6 61 2
6 62 0
6 63 2
6 64 2
6 65 2
6 66 2
6 67 2
6 68 1
6 69 1
6 70 1
6 71 1
6 72 1
6 73 0
6 74 1
6 75 0
6 76 0
6 77 1
6 78 0
6 79 1
6 80 0
6 81 0
6 82 2
6 83 2
6 84 1
6 85 0
6 86 0
6 87 1
6 88 2
6 89 2
6 90 0
6 91 1
6 92 2
6 93 0
6 94 1
6 95 2
6 96 1
6 97 1
6 98 0
6 99 2
6 100 2
6 101 2
6 102 2
6 103 0
6 104 0
6 105 1
6 106 1
6 107 1
6 108 0
6 109 1
6 110 1
6 111 1
6 112 2
6 113 1
6 114 2
6 115 1
6 116 2
6 117 0
6 118 1
6 119 1
6 120 0
6 121 1
6 122 0
6 123 0
6 124 2
6 125 2
6 126 0
6 127 0
6 128 0
6 129 0
6 130 0
6 131 1
6 132 2
6 133 0
6 134 2
6 135 1
6 136 1
6 137 1
6 138 1
6 139 2
6 140 1
6 141 2
6 142 1
6 143 1
6 144 0
6 145 2
6 146 0
6 147 2
6 148 2
6 149 2
7 0 2
7 1 2
7 2 2
7 3 2
7 4 2
7 5 0
7 6 0
7 7 1
7 8 0
7 9 2
7 10 2
7 11 1
7 12 0
7 13 1
7 14 0
7 15 1
7 16 0
7 17 1
7 18 0
7 19 1
7 20 0
7 21 0
7 22 1
7 23 0
7 24 0
7 25 1
7 26 2
7 27 2
7 28 1
7 29 2
7 30 2
7 31 0
7 32 1
7 33 0
7 34 1
7 35 2
7 36 0
7 37 2
7 38 0
7 39 0
7 40 1
7 41 0
7 42 0
7 43 1
7 44 2
7 45 0
7 46 0
7 47 1
7 48 0
7 49 0
7 50 0
7 51 0
7 52 2
7 53 1
7 54 2
7 55 2
7 56 0
7 57 2
7 58 1
7 59 1
7 60 2
7 61 0
7 62 2
7 63 1
7 64 1
7 65 0
7 66 1
7 67 2
7 68 2
7 69 1
7 70 0
7 71 1
7 72 0
7 73 2
7 74 1
7 75 2
7 76 2
7 77 2
7 78 1
7 79 0
7 80 0
7 81 0
7 82 1
7 83 0
7 84 0
7 85 0
7 86 2
7 87 0
7 88 0
7 89 0
7 90 0
7 91 0
7 92 0
7 93 2
7 94 2
7 95 1
7 96 0
7 97 0
7 98 0
7 99 1
7 100 0
7 101 2
7 102 1
7 103 2
7 104 2
7 105 0
7 106 1
7 107 0
7 108 2
7 109 2
7 110 2
7 111 2
7 112 1
7 113 0
7 114 1
7 115 2
7 116 0
7 117 1
7 118 2
7 119 0
7 120 0
7 121 2
7 122 0
7 123 2
7 124 2
7 125 0
7 126 0
7 127 0
7 128 1
7 129 0
7 130 2
7 131 2
7 132 2
7 133 1
7 134 2
7 135 1
7 136 2
7 137 2
7 138 2
7 139 0
7 140 0
7 141 0
7 142 0
7 143 1
7 144 0
7 145 0
7 146 1
7 147 2
7 148 1
7 149 1
8 0 2
8 1 0
8 2 2
8 3 1
8 4 2
8 5 1
8 6 1
8 7 2
8 8 1
8 9 0
8 10 1
8 11 0
8 12 0
8 13 2
8 14 2
8 15 1
8 16 2
8 17 1
8 18 2
8 19 1
8 20 0
8 21 2
8 22 1
8 23 2
8 24 1
8 25 1
8 26 2
8 27 0
8 28 2
8 29 0
8 30 2
8 31 1
8 32 2
8 33 0
8 34 1
8 35 0
8 36 0
8 37 2
8 38 1
8 39 2
8 40 2
8 41 0
8 42 0
8 43 2
8 44 2
8 45 2
8 46 1
8 47 1
8 48 0
8 49 0
8 50 1
8 51 2
8 52 0
8 53 1
8 54 1
8 55 1
8 56 2
8 57 0
8 58 0
8 59 2
8 60 0
8 61 1
8 62 2
8 63 2
8 64 2
8 65 1
8 66 2
8 67 0
8 68 0
8 69 1
8 70 1
8 71 2
8 72 1
8 73 0
8 74 1
8 75 1
8 76 2
8 77 0
8 78 1
8 79 0
8 80 2
8 81 2
8 82 1
8 83 2
8 84 2
8 85 1
8 86 0
8 87 1
8 88 0
8 89 1
8 90 2
8 91 0
8 92 1
8 93 0
8 94 1
8 95 2
8 96 0
8 97 0
8 98 2
8 99 2
8 100 1
8 101 2
8 102 1
8 103 1
8 104 1
8 105 0
8 106 2
8 107 1
8 108 0
8 109 1
8 110 0
8 111 1
8 112 2
8 113 2
8 114 0
8 115 2
8 116 1
8 117 0
8 118 2
8 119 1
8 120 0
8 121 2
8 122 1
8 123 2
8 124 2
8 125 2
8 126 2
8 127 1
8 128 2
8 129 2
8 130 1
8 131 2
8 132 0
8 133 2
8 134 0
8 135 0
8 136 2
8 137 0
8 138 2
8 139 2
8 140 2
8 141 0
8 142 2
8 143 2
8 144 0
8 145 0
8 146 1
8 147 1
8 148 2
8 149 2
9 0 1
9 1 0
9 2 0
9 3 0
9 4 0
9 5 2
9 6 0
9 7 1
9 8 2
9 9 2
9 10 1
9 11 1
9 12 0
9 13 0
9 14 1
9 15 1
9 16 2
9 17 2
9 18 1
9 19 1
9 20 2
9 21 2
9 22 0
9 23 1
9 24 1
9 25 2
9 26 1
9 27 0
9 28 2
9 29 0
9 30 1
9 31 2
9 32 1
9 33 2
9 34 0
9 35 2
9 36 1
9 37 2
9 38 1
9 39 0
9 40 1
9 41 1
9 42 0
9 43 1
9 44 1
9 45 0
9 46 1
9 47 1
9 48 0
9 49 2
9 50 0
9 51 0
9 52 1
9 53 2
9 54 2
9 55 1
9 56 1
9 57 0
9 58 2
9 59 2
9 60 0
9 61 0
9 62 0
9 63 2
9 64 1
9 65 1
9 66 0
9 67 1
9 68 1
9 69 1
9 70 0
9 71 0
9 72 2
9 73 0
9 74 2
9 75 0
9 76 1
9 77 0
9 78 1
9 79 1
9 80 0
9 81 1
9 82 0
9 83 1
9 84 1
9 85 1
9 86 1
9 87 1
9 88 0
9 89 0
9 90 1
9 91 0
9 92 1
9 93 0
9 94 2
9 95 2
9 96 2
9 97 1
9 98 1
9 99 1
9 100 1
9 101 1
9 102 2
9 103 1
9 104 1
9 105 1
9 106 2
9 107 1
9 108 1
9 109 0
9 110 0
9 111 2
9 112 1
9 113 1
9 114 2
9 115 2
9 116 2
9 117 2
9 118 2
9 119 0
9 120 0
9 121 1
9 122 1
9 123 1
9 124 2
9 125 2
9 126 2
9 127 0
9 128 2
9 129 2
9 130 0
9 131 2
9 132 1
9 133 2
9 134 0
9 135 2
9 136 1
9 137 2
9 138 1
9 139 2
9 140 0
9 141 1
9 142 2
9 143 0
9 144 1
9 145 1
9 146 2
9 147 0
9 148 1
9 149 1
10 0 0
10 1 2
10 2 0
10 3 1
10 4 0
10 5 1
10 6 0
10 7 0
10 8 2
10 9 1
10 10 1
10 11 2
10 12 2
10 13 0
10 14 1
10 15 2
10 16 1
10 17 1
10 18 0
10 19 1
10 20 2
10 21 2
10 22 1
10 23 0
10 24 1
10 25 2
10 26 2
10 27 2
10 28 1
10 29 1
10 30 1
10 31 0
10 32 2
10 33 1
10 34 1
10 35 1
10 36 2
10 37 0
10 38 1
10 39 2
10 40 2
10 41 1
10 42 2
10 43 0
10 44 2
10 45 1
10 46 2
10 47 0
10 48 2
10 49 0
10 50 1
10 51 1
10 52 2
10 53 2
10 54 0
10 55 1
10 56 1
10 57 2
10 58 2
10 59 0
10 60 0
10 61 0
10 62 2
10 63 1
10 64 2
10 65 1
10 66 2
10 67 1
10 68 1
10 69 2
10 70 0
10 71 1
10 72 1
10 73 1
10 74 0
10 75 1
10 76 2
10 77 1
10 78 1
10 79 0
10 80 0
10 81 1
10 82 2
10 83 1
10 84 1
10 85 2
10 86 1
10 87 1
10 88 2
10 89 1
10 90 1
10 91 0
10 92 1
10 93 2
10 94 2
10 95 2
10 96 2
10 97 1
10 98 2
10 99 2
10 100 2
10 101 2
10 102 0
10 103 1
10 104 1
10 105 2
10 106 0
10 107 2
10 108 0
10 109 0
10 110 1
10 111 0
10 112 2
10 113 1
10 114 1
10 115 2
10 116 0
10 117 1
10 118 1
10 119 0
10 120 0
10 121 2
10 122 1
10 123 1
10 124 0
10 125 2
10 126 2
10 127 0
10 128 1
10 129 1
10 130 2
10 131 0
10 132 2
10 133 0
10 134 0
10 135 2
10 136 2
10 137 2
10 138 2
10 139 1
10 140 1
10 141 2
10 142 2
10 143 2
10 144 0
10 145 2
10 146 2
10 147 0
10 148 2
10 149 2
11 0 2
11 1 0
11 2 2
11 3 2
11 4 1
11 5 0
11 6 0
11 7 2
11 8 0
11 9 1
11 10 0
11 11 2
11 12 2
11 13 1
11 14 2
11 15 0
11 16 0
11 17 0
11 18 2
11 19 2
11 20 0
11 21 2
11 22 1
11 23 1
11 24 0
11 25 0
11 26 1
11 27 1
11 28 1
11 29 0
11 30 2
11 31 1
11 32 2
11 33 0
11 34 0
11 35 2
11 36 2
11 37 2
11 38 0
11 39 2
11 40 0
11 41 1
11 42 1
11 43 1
11 44 1
11 45 1
11 46 0
11 47 0
11 48 0
11 49 1
11 50 2
11 51 1
11 52 1
11 53 0
11 54 2
11 55 0
11 56 2
11 57 0
11 58 2
11 59 2
11 60 0
11 61 2
11 62 0
11 63 0
11 64 1
11 65 1
11 66 2
11 67 0
11 68 2
11 69 1
11 70 2
11 71 1
11 72 2
11 73 0
11 74 1
11 75 0
11 76 2
11 77 0
11 78 1
11 79 0
11 80 0
11 81 1
11 82 2
11 83 0
11 84 0
11 85 0
11 86 0
11 87 2
11 88 2
11 89 0
11 90 2
11 91 2
11 92 0
11 93 1
11 94 0
11 95 2
11 96 0
11 97 1
11 98 2
11 99 2
11 100 0
11 101 1
11 102 2
11 103 0
11 104 1
11 105 2
11 106 0
11 107 2
11 108 1
11 109 1
11 110 0
11 111 2
11 112 2
11 113 1
11 114 2
11 115 1
11 116 1
11 117 0
11 118 1
11 119 0
11 120 0
11 121 1
11 122 1
11 123 2
11 124 2
11 125 2
11 126 2
11 127 1
11 128 2
11 129 1
11 130 1
11 131 2
11 132 0
11 133 1
11 134 2
11 135 1
11 136 2
11 137 0
11 138 2
11 139 1
11 140 1
11 141 2
11 142 0
11 143 0
11 144 0
11 145 1
11 146 1
11 147 1
11 148 2
11 149 1
12 0 1
12 1 1
12 2 0
12 3 2
12 4 1
12 5 2
12 6 1
12 7 0
12 8 0
12 9 1
12 10 0
12 11 1
12 12 2
12 13 0
12 14 0
12 15 2
12 16 1
12 17 1
12 18 0
12 19 1
12 20 2
12 21 0
12 22 1
12 23 0
12 24 0
12 25 0
12 26 2
12 27 2
12 28 0
12 29 2
12 30 2
12 31 1
12 32 1
12 33 0
12 34 0
12 35 1
12 36 0
12 37 0
12 38 0
12 39 2
12 40 0
12 41 0
12 42 0
12 43 2
12 44 1
12 45 0
12 46 0
12 47 2
12 48 0
12 49 0
12 50 1
12 51 2
12 52 1
12 53 2
12 54 1
12 55 0
12 56 1
12 57 2
12 58 2
12 59 0
12 60 2
12 61 0
12 62 0
12 63 0
12 64 0
12 65 2
12 66 2
12 67 1
12 68 0
12 69 0
12 70 0
12 71 0
12 72 0
12 73 1
12 74 1
12 75 1
12 76 0
12 77 0
12 78 2
12 79 0
12 80 1
12 81 1
12 82 1
12 83 2
12 84 0
12 85 2
12 86 1
12 87 0
12 88 0
12 89 1
12 90 0
12 91 0
12 92 0
12 93 0
12 94 0
12 95 2
12 96 0
12 97 1
12 98 0
12 99 2
12 100 2
12 101 1
12 102 1
12 103 2
12 104 1
12 105 2
12 106 1
12 107 0
12 108 1
12 109 1
12 110 0
12 111 2
12 112 1
12 113 0
12 114 0
12 115 1
12 116 0
12 117 0
12 118 2
12 119 2
12 120 2
12 121 2
12 122 0
12 123 2
12 124 0
12 125 0
12 126 0
12 127 1
12 128 0
12 129 1
12 130 2
12 131 2
12 132 0
12 133 0
12 134 1
12 135 1
12 136 1
12 137 2
12 138 1
12 139 0
12 140 1
12 141 0
12 142 1
12 143 0
12 144 0
12 145 2
12 146 2
12 147 2
12 148 1
12 149 1
13 0 0
13 1 0
13 2 1
13 3 0
13 4 0
13 5 0
13 6 0
13 7 2
13 8 2
13 9 2
13 10 1
13 11 2
13 12 0
13 13 2
13 14 1
13 15 0
13 16 2
13 17 1
13 18 2
13 19 1
13 20 1
13 21 0
13 22 2
13 23 2
13 24 1
13 25 0
13 26 0
13 27 0
13 28 2
13 29 0
13 30 1
13 31 0
13 32 2
13 33 2
13 34 0
13 35 0
13 36 2
13 37 2
13 38 2
13 39 0
13 40 1
13 41 1
13 42 1
13 43 0
13 44 0
13 45 1
13 46 0
13 47 2
13 48 1
13 49 0
13 50 2
13 51 0
13 52 0
13 53 1
13 54 0
13 55 1
13 56 2
13 57 0
13 58 1
13 59 1
13 60 0
13 61 2
13 62 2
13 63 1
13 64 0
13 65 1
13 66 2
13 67 1
13 68 1
13 69 0
13 70 0
13 71 2
13 72 0
13 73 0
13 74 1
13 75 0
13 76 0
13 77 2
13 78 1
13 79 0
13 80 1
13 81 2
13 82 0
13 83 0
13 84 0
13 85 0
13 86 1
13 87 0
13 88 0
13 89 0
13 90 2
13 91 2
13 92 1
13 93 0
13 94 1
13 95 2
13 96 0
13 97 0
13 98 1
13 99 0
13 100 2
13 101 2
13 102 1
13 103 2
13 104 2
13 105 0
13 106 1
13 107 2
13 108 0
13 109 0
13 110 2
13 111 1
13 112 0
13 113 2
13 114 0
13 115 1
13 116 0
13 117 2
13 118 0
13 119 2
13 120 0
13 121 0
13 122 0
13 123 1
13 124 0
13 125 2
13 126 1
13 127 1
13 128 0
13 129 0
13 130 1
13 131 2
13 132 2
13 133 2
13 134 1
13 135 1
13 136 0
13 137 0
13 138 0
13 139 1
13 140 2
13 141 2
13 142 1
13 143 1
13 144 2
13 145 2
13 146 0
13 147 1
13 148 1
13 149 2
14 0 0
14 1 2
14 2 1
14 3 2
14 4 0
14 5 1
14 6 0
14 7 1
14 8 2
14 9 0
14 10 1
14 11 0
14 12 1
14 13 2
14 14 2
14 15 0
14 16 1
14 17 0
14 18 1
14 19 2
14 20 1
14 21 2
14 22 2
14 23 2
14 24 1
14 25 2
14 26 0
14 27 0
14 28 2
14 29 2
14 30 0
14 31 0
14 32 0
14 33 1
14 34 0
14 35 1
14 36 0
14 37 1
14 38 1
14 39 0
14 40 1
14 41 2
14 42 2
14 43 2
14 44 0
14 45 2
14 46 2
14 47 2
14 48 2
14 49 1
14 50 0
14 51 2
14 52 0
14 53 1
14 54 0
14 55 2
14 56 2
14 57 2
14 58 1
14 59 1
14 60 2
14 61 1
14 62 2
14 63 2
14 64 0
14 65 0
14 66 2
14 67 2
14 68 2
14 69 0
14 70 0
14 71 0
14 72 1
14 73 1
14 74 2
14 75 0
14 76 2
14 77 1
14 78 2
14 79 0
14 80 2
14 81 0
14 82 0
14 83 1
14 84 1
14 85 1
14 86 0
14 87 1
14 88 1
14 89 2
14 90 2
14 91 2
14 92 0
14 93 2
14 94 2
14 95 2
14 96 1
14 97 1
14 98 1
14 99 0
14 100 0
14 101 1
14 102 0
14 103 0
14 104 2
14 105 1
14 106 0
14 107 0
14 108 2
14 109 0
14 110 2
14 111 0
14 112 1
14 113 1
14 114 0
14 115 1
14 116 1
14 117 2
14 118 0
14 119 1
14 120 1
14 121 0
14 122 1
14 123 1
14 124 1
14 125 2
14 126 2
14 127 0
14 128 2
14 129 2
14 130 1
14 131 0
14 132 1
14 133 0
14 134 0
14 135 1
14 136 1
14 137 1
14 138 0
14 139 1
14 140 1
14 141 0
14 142 1
14 143 0
14 144 1
14 145 0
14 146 2
14 147 1
14 148 2
14 149 2
15 0 1
15 1 1
15 2 2
15 3 2
15 4 2
15 5 1
15 6 2
15 7 0
15 8 1
15 9 1
15 10 2
15 11 0
15 12 1
15 13 0
15 14 2
15 15 0
15 16 1
15 17 1
15 18 1
15 19 0
15 20 2
15 21 1
15 22 1
15 23 2
15 24 0
15 25 0
15 26 2
15 27 0
15 28 0
15 29 2
15 30 1
15 31 0
15 32 0
15 33 1
15 34 0
15 35 2
15 36 1
15 37 0
15 38 2
15 39 0
15 40 2
15 41 1
15 42 0
15 43 0
15 44 0
15 45 0
15 46 1
15 47 2
15 48 1
15 49 0
15 50 1
15 51 1
15 52 2
15 53 2
15 54 0
15 55 0
15 56 1
15 57 2
15 58 0
15 59 0
15 60 0
15 61 0
15 62 1
15 63 2
15 64 2
15 65 1
15 66 2
15 67 2
15 68 1
15 69 2
15 70 0
15 71 2
15 72 1
15 73 1
15 74 2
15 75 1
15 76 0
15 77 1
15 78 2
15 79 2
15 80 1
15 81 2
